"origin","destination","count"
"m_deh","m_nai",1
"m_deh","mdu",1
"m_deh","mfp",1
"m_deh","m_del",1
"m_deh","m_kac",1
"m_deh","ujn",1
"m_del","aii",1
"m_del","m_gre",1
"m_del","m_jod",1
"m_del","m_bik",1
"m_del","cwa",1
"m_del","m_deh",1
"m_del","m_fir",1
"m_del","jat",1
"m_del","jp",1
"m_del","m_jod",1
"m_del","klk",1
"m_del","pbr",1
"m_del","rjt",1
"m_del","m_ana",1
"m_del","m_uda",1
"m_del","uhp",1
"m_del","m_ban",1
"m_eas","m_kol",1
"m_eas","mldt",1
"m_eas","m_jal",1
"m_eas","puri",1
"m_eas","m_vis",1
"dhd","m_bho",1
"dhi","m_jal",1
"dhi","m_gre",1
"m_dha","allp",1
"m_dha","bbs",1
"m_dha","m_fir",1
"m_dha","m_kol",1
"m_dha","kop",1
"m_dha","m_pat",1
"m_dha","tata",1
"diva","swv",1
"m_dar","m_dar",1
"m_dar","m_dar",1
"dkgn","kyq",1
"m_del","m_una",1
"m_del","m_ahm",1
"m_del","amh",1
"m_del","m_jal",1
"m_del","m_amr",1
"m_del","m_bar",1
"m_del","bti",1
"m_del","dbg",1
"m_del","m_dib",1
"m_del","fd",1
"m_del","m_fir",1
"m_del","hsx",1
"m_del","jat",1
"m_del","jsm",1
"m_del","m_jod",1
"m_del","m_nai",1
"m_del","ktw",1
"m_del","mldt",1
"m_del","m_pra",1
"m_del","ptk",1
"m_del","m_pur",1
"m_del","m_kol",1
"m_del","sgnr",1
"m_del","sln",1
"m_del","spc",1
"m_del","uhp",1
"m_del","umb",1
"m_ana","m_vis",1
"dmo","m_bho",1
"dmv","kyq",1
"m_pat","bgp",1
"m_pat","grd",1
"m_pat","m_kol",1
"m_pat","jyg",1
"m_pat","kyq",1
"m_pat","m_jal",1
"m_pat","rgd",1
"m_pat","sbg",1
"m_pat","shc",1
"m_pat","tata",1
"m_gre","aii",1
"m_gre","m_aur",1
"m_gre","m_aur",1
"m_gre","m_kac",1
"m_gre","m_bik",1
"m_gre","m_jal",1
"m_gre","m_sou",1
"m_gre","m_che",1
"m_gre","m_mys",1
"m_gre","pdy",1
"m_gre","rn",1
"m_gre","snsi",1
"m_gre","swv",1
"m_gre","m_tir",1
"m_dur","r",1
"dumk","m_ran",1
"m_dur","abkp",1
"m_dur","aii",1
"m_dur","m_bho",1
"m_dur","m_kan",1
"m_dur","cpr",1
"m_dur","jat",1
"m_dur","jdb",1
"m_dur","jp",1
"m_dur","ntv",1
"m_dur","m_del",1
"m_dur","puri",1
"m_dur","m_pat",1
"m_dur","m_vis",1
"m_dha","m_mys",1
"m_dha","m_ban",1
"m_dha","m_sol",1
"ed","m_che",1
"ers","aii",1
"ers","bju",1
"ers","m_bil",1
"ers","m_bil",1
"ers","can",1
"ers","kik",1
"ers","m_gre",1
"ers","m_sou",1
"ers","m_che",1
"ers","m_del",1
"ers","m_kac",1
"ers","m_pat",1
"ers","m_pun",1
"ers","m_ban",1
"ers","m_thi",1
"et","m_bho",1
"fbd","cpr",1
"fd","m_del",1
"fd","m_gre",1
"m_fir","m_del",1
"m_fir","m_gre",1
"m_fir","m_gre",1
"m_fir","m_del",1
"m_fir","m_dha",1
"g","bju",1
"g","m_gre",1
"g","kop",1
"g","m_rai",1
"g","m_rai",1
"m_kor","m_nag",1
"gaya","m_del",1
"gaya","m_kol",1
"gaya","kyq",1
"gaya","m_che",1
"gaya","m_del",1
"gd","asn",1
"gd","m_bar",1
"gd","m_var",1
"gd","gwl",1
"gdr","m_hyd",1
"m_kam","m_del",1
"m_kam","m_bar",1
"m_kam","m_kol",1
"m_kam","jat",1
"m_kam","jttn",1
"m_kam","m_thi",1
"m_kam","m_kol",1
"m_kam","m_gre",1
"m_kam","m_che",1
"m_kam","m_del",1
"m_kam","nhln",1
"m_kam","m_kac",1
"m_kam","puri",1
"m_kam","m_ban",1
"m_kam","m_hyd",1
"m_kam","m_kol",1
"m_kam","m_thi",1
"m_kac","m_gre",1
"m_kac","m_kol",1
"m_kac","m_jod",1
"m_kac","kyq",1
"m_kac","m_kan",1
"m_kac","puri",1
"m_kac","m_ban",1
"m_kac","m_vis",1
"gkp","m_ahm",1
"gkp","m_del",1
"gkp","asn",1
"gkp","m_gre",1
"gkp","m_kan",1
"gkp","m_deh",1
"gkp","hsr",1
"gkp","m_ran",1
"gkp","jat",1
"gkp","m_kol",1
"gkp","m_luc",1
"gkp","m_gre",1
"gkp","m_var",1
"gkp","m_kac",1
"gkp","m_pun",1
"gkp","m_hyd",1
"gkp","m_kol",1
"gkp","m_thi",1
"gkp","m_ban",1
"gnc","m_ind",1
"m_gun","m_hyd",1
"m_gun","m_hyd",1
"m_gun","vkb",1
"m_gun","m_vis",1
"grd","m_pat",1
"m_ana","m_chi",1
"guv","m_che",1
"guv","m_thi",1
"gwl","bju",1
"gwl","m_bho",1
"gwl","m_var",1
"gwl","gd",1
"gwl","m_kol",1
"gwl","m_ind",1
"gwl","m_pun",1
"hapa","m_bil",1
"hapa","m_bil",1
"hapa","jat",1
"hapa","m_sou",1
"hapa","m_sur",1
"hapa","m_tir",1
"m_bho","m_gre",1
"m_bho","dhd",1
"m_bho","m_ind",1
"m_bho","jbp",1
"m_bho","m_gre",1
"m_bho","m_del",1
"m_bho","m_del",1
"m_bho","rewa",1
"m_koc","m_kol",1
"m_koc","m_kol",1
"m_eas","m_del",1
"m_eas","m_che",1
"hpt","m_ban",1
"hrr","m_ban",1
"hsr","m_amr",1
"hsr","m_gre",1
"hsr","gkp",1
"hsr","jp",1
"hsx","m_del",1
"m_ran","m_del",1
"m_ran","gkp",1
"m_ran","m_kol",1
"m_ran","m_gre",1
"m_ran","m_pat",1
"m_ran","m_pun",1
"m_ran","puri",1
"m_ran","m_pat",1
"m_ran","m_ban",1
"hw","m_ahm",1
"hw","aii",1
"hw","m_all",1
"hw","m_amr",1
"hw","m_gre",1
"hw","m_bik",1
"hw","bl",1
"hw","m_bar",1
"hw","m_kol",1
"hw","m_gre",1
"hw","puri",1
"hw","rmr",1
"hw","m_una",1
"m_kol","m_ahm",1
"m_kol","m_all",1
"m_kol","asn",1
"m_kol","m_amr",1
"m_kol","m_mur",1
"m_kol","bbn",1
"m_kol","bbs",1
"m_kol","m_bir",1
"m_kol","m_bok",1
"m_kol","blgt",1
