"origin","destination","count"
"mldt","st",1
"mmr","cstm",1
"mmr","dab",1
"mmr","ltt",1
"mmr","pune",1
"mmr","sc",1
"mnm","ms",1
"moga","ndls",1
"mq","bgkt",1
"mq","cbe",1
"mq","ms",1
"mq","tpty",1
"mrij","pnbe",1
"mrj","pvr",1
"mrj","ubl",1
"ms","cape",1
"ms","coa",1
"ms","dbrg",1
"ms","dr",1
"ms","gaya",1
"ms","ghy",1
"ms","guv",1
"ms","ju",1
"ms","kcg",1
"ms","kik",1
"ms","kkdi",1
"ms","maq",1
"ms","mdu",1
"ms","mnm",1
"ms","mq",1
"ms","ncj",1
"ms","pdy",1
"ms","rmm",1
"ms","sct",1
"ms","tcn",1
"ms","ten",1
"ms","tj",1
"ms","tn",1
"ms","tpj",1
"ms","tvc",1
"ms","vlnk",1
"mtc","ald",1
"mtc","ljn",1
"mtc","mds",1
"mtdm","ms",1
"mtj","cpr",1
"mtj","hwh",1
"mtm","sc",1
"mtm","tpty",1
"mtm","vskp",1
"mtm","ypr",1
"mtp","mas",1
"mtp","uam",1
"mugr","sc",1
"muv","cpr",1
"muv","gkp",1
"muv","jbp",1
"muv","ljn",1
"muv","mfp",1
"muv","ndls",1
"muv","pune",1
"mv","cbe",1
"mv","mys",1
"mvj","mj",1
"mys","aii",1
"mys","bgk",1
"mys","bsb",1
"mys","dbg",1
"mys","dr",1
"mys","dwr",1
"mys","hwh",1
"mys","jp",1
"mys","mas",1
"mys","mv",1
"mys","nzm",1
"mys","sbc",1
"mys","snsi",1
"mys","sur",1
"mys","tlgp",1
"mys","tn",1
"mys","ubl",1
"ncb","sdah",1
"ncj","cbe",1
"ncj","cstm",1
"ncj","gimb",1
"ncj","kcg",1
"ncj","maq",1
"ncj","mas",1
"ncj","ms",1
"ncj","sbc",1
"ncj","shm",1
"ndls","adi",1
"ndls","agc",1
"ndls","aii",1
"ndls","ald",1
"ndls","asr",1
"ndls","bbs",1
"ndls","bct",1
"ndls","be",1
"ndls","bgp",1
"ndls","bju",1
"ndls","bsb",1
"ndls","bsp",1
"ndls","bti",1
"ndls","cdg",1
"ndls","cnb",1
"ndls","dbg",1
"ndls","dbrg",1
"ndls","dbrt",1
"ndls","ddn",1
"ndls","gaya",1
"ndls","ghy",1
"ndls","hbj",1
"ndls","hwh",1
"ndls","hyb",1
"ndls","ipr",1
"ndls","jat",1
"ndls","jbp",1
"ndls","juc",1
"ndls","klk",1
"ndls","ldh",1
"ndls","ljn",1
"ndls","lko",1
"ndls","mas",1
"ndls","mldt",1
"ndls","moga",1
"ndls","muv",1
"ndls","nhln",1
"ndls","njp",1
"ndls","pdy",1
"ndls","puri",1
"ndls","rgd",1
"ndls","rjpb",1
"ndls","rnc",1
"ndls","rok",1
"ndls","sbc",1
"ndls","sdah",1
"ndls","svdk",1
"ndls","tvc",1
"ndls","uhl",1
"ndls","uhp",1
"ndt","okha",1
"ndt","udz",1
"ned","asr",1
"ned","awb",1
"ned","bkn",1
"ned","cstm",1
"ned","dd",1
"ned","hyb",1
"ned","ltt",1
"ned","pune",1
"ned","sbc",1
"ned","sbp",1
"ned","sgnr",1
"ned","src",1
"ned","uhl",1
"ned","vskp",1
"ngp","adi",1
"ngp","bsl",1
"ngp","bsp",1
"ngp","cstm",1
"ngp","cwa",1
"ngp","indb",1
"ngp","jbp",1
"ngp","jp",1
"ngp","kop",1
"ngp","pune",1
"ngp","rewa",1
"ngp","sc",1
"ngp","sur",1
"nhln","ghy",1
"nhln","ndls",1
"nil","tvc",1
"njp","dgha",1
"njp","dnr",1
"njp","hwh",1
"njp","mas",1
"njp","ndls",1
"njp","rnc",1
"njp","sdah",1
"njp","smi",1
"njp","udz",1
"nldm","koaa",1
"nldm","lko",1
"noq","sdah",1
"ns","hyb",1
"ns","nsl",1
"ns","tpty",1
"ns","vskp",1
"nsl","mas",1
"nsl","ns",1
"ntsk","lgh",1
"ntsk","rjpb",1
"ntv","durg",1
"nzb","ltt",1
"nzb","pune",1
"nzb","pvr",1
"nzm","adi",1
"nzm","aii",1
"nzm","bct",1
"nzm","bdts",1
"nzm","bsl",1
"nzm","cape",1
"nzm","cbe",1
"nzm","durg",1
"nzm","ers",1
"nzm","hbj",1
"nzm","hyb",1
"nzm","indb",1
"nzm","jbp",1
"nzm","jhs",1
"nzm","kop",1
"nzm","kota",1
"nzm","ltt",1
"nzm","mas",1
"nzm","mdu",1
"nzm","mkp",1
"nzm","mys",1
"nzm","pune",1
"nzm","rig",1
"nzm","sbc",1
"nzm","sc",1
"nzm","tpty",1
"nzm","tvc",1
"nzm","udz",1
"nzm","vsg",1
"nzm","vskp",1
"nzm","ypr",1
"okha","adi",1
"okha","bct",1
"okha","bsb",1
"okha","bvc",1
"okha","ddn",1
"okha","ers",1
"okha","ghy",1
"okha","gkp",1
"okha","hwh",1
"okha","jp",1
"okha","ndt",1
"okha","puri",1
"okha","rmm",1
"okha","smnh",1
"okha","tn",1
"onr","uam",1
"pau","kop",1
"pau","pnbe",1
"pbh","bpl",1
"pbh","dli",1
"pbh","ltt",1
"pbr","bct",1
"pbr","dee",1
"pbr","hwh",1
"pbr","kcvl",1
"pbr","mfp",1
"pbr","sc",1
"pbr","src",1
"pdy","bbs",1
"pdy","cape",1
"pdy","dr",1
"pdy","hwh",1
"pdy","maq",1
"pdy","ms",1
"pdy","ndls",1
"pdy","ypr",1
"pgtn","tvc",1
"pit","bdts",1
"plni","mas",1
"pnbe","adi",1
"pnbe","bbs",1
"pnbe","bdts",1
"pnbe","brka",1
"pnbe","bsp",1
"pnbe","dhn",1
"pnbe","ers",1
"pnbe","hte",1
"pnbe","hwh",1
"pnbe","kir",1
"pnbe","koaa",1
"pnbe","kota",1
"pnbe","mldt",1
"pnbe","mrij",1
"pnbe","pau",1
"pnbe","pune",1
"pnbe","puri",1
"pnbe","rnc",1
"pnbe","sbc",1
"pnbe","sc",1
"pnbe","sgrl",1
"pnbe","shc",1
"pnbe","shm",1
"pnbe","vsg",1
"ppta","cdg",1
"ppta","ypr",1
"prdp","src",1
"prdp","vskp",1
"prg","be",1
"prr","hwh",1
"prr","kgp",1
"prr","vm",1
"ptk","dli",1
"pune","adi",1
"pune","ami",1
"pune","bbs",1
"pune","bgkt",1
"pune","bhuj",1
"pune","brmt",1
"pune","bsl",1
"pune","bsp",1
"pune","cstm",1
"pune","dbg",1
"pune","ers",1
"pune","gkp",1
"pune","gwl",1
"pune","hte",1
"pune","hwh",1
"pune","hyb",1
"pune","indb",1
"pune","jat",1
"pune","jbp",1
"pune","jp",1
"pune","kyq",1
"pune","ljn",1
"pune","mmr",1
"pune","muv",1
"pune","ned",1
"pune","ngp",1
"pune","nzb",1
"pune","nzm",1
"pune","pnbe",1
"pune","sc",1
"pune","sur",1
"pune","vrl",1
"puri","adi",1
"puri","aii",1
"puri","bbn",1
"puri","bkn",1
"puri","bl",1
"puri","dgha",1
"puri","durg",1
"puri","ghy",1
"puri","gimb",1
"puri","hte",1
"puri","hw",1
"puri","hwh",1
"puri","ju",1
"puri","jyg",1
"puri","kyq",1
"puri","ltt",1
"puri","mas",1
"puri","ndls",1
"puri","okha",1
"puri","pnbe",1
"puri","sbp",1
"puri","sdah",1
"puri","shm",1
"puri","snsi",1
"puri","src",1
"puri","st",1
"puri","tpty",1
"puri","ypr",1
"puu","mdu",1
"pvp","dmm",1
"pvr","cstm",1
"pvr","mrj",1
"pvr","navi",1
"pvr","nzb",1
"pvr","ypr",1
"pyg","lko",1
"qln","vskp",1
"r","drz",1
"r","ljn",1
"ral","sc",1
"rbl","ltt",1
"rdp","anvt",1
"rdp","koaa",1
"rewa","anvt",1
"rewa","bsp",1
"rewa","chrm",1
"rewa","hbj",1
"rewa","indb",1
"rewa","jbp",1
"rewa","ngp",1
"rewa","rjt",1
"rgd","bsb",1
"rgd","dnr",1
"rgd","ndls",1
"rgda","bza",1
"rig","g",1
"rig","nzm",1
"rjpb","aii",1
"rjpb","baka",1
"rjpb","durg",1
"rjpb","hte",1
"rjpb","indb",1
"rjpb","ipr",1
"rjpb","jat",1
"rjpb","ltt",1
"rjpb","ndls",1
"rjpb","ntsk",1
"rjt","cbe",1
"rjt","dee",1
"rjt","rewa",1
"rjt","sc",1
"rjy","tpty",1
"rksh","jat",1
"rksh","sgnr",1
"rmm","bbs",1
"rmm","bsb",1
"rmm","cape",1
"rmm","cbe",1
"rmm","ms",1
"rmm","okha",1
"rmm","tpty",1
"rmr","bdts",1
"rmr","bsb",1
"rmr","cdg",1
"rmr","dli",1
"rmr","hw",1
"rmr","jsm",1
"rn","dr",1
"rnc","aii",1
"rnc","bgp",1
"rnc","bsb",1
"rnc","dumk",1
"rnc","hwh",1
"rnc","jyg",1
"rnc","kyq",1
"rnc","ltt",1
"rnc","ndls",1
"rnc","njp",1
"rnc","pnbe",1
"rny","dbrg",1
"rok","ndls",1
"rou","bbs",1
"rou","jat",1
"rou","krpu",1
"rph","hwh",1
"rph","sdah",1
"rtm","af",1
"rtm","aii",1
"ru","awb",1
"rxl","dli",1
"rxl","hwh",1
"rxl","hyb",1
"sa","ms",1
"sbc","aii",1
"sbc","bbs",1
"sbc","can",1
"sbc","cape",1
"sbc","cct",1
"sbc","cstm",1
"sbc","dbrg",1
"sbc","dwr",1
"sbc","ers",1
"sbc","ghy",1
"sbc","gimb",1
"sbc","ju",1
"sbc","kawr",1
"sbc","kcg",1
"sbc","kcvl",1
"sbc","kop",1
"sbc","mas",1
"sbc","mys",1
"sbc","ncj",1
"sbc","ndls",1
"sbc","ned",1
"sbc","nzm",1
"sbc","pnbe",1
"sbc","smet",1
"sbc","tlgp",1
"sbc","tpty",1
"sbc","ubl",1
"sbg","dnr",1
"sbp","bsb",1
"sbp","hwh",1
"sbp","ned",1
"sbp","puri",1
"sbp","rgda",1
"sbp","ypr",1
"sc","bbs",1
"sc","bdcr",1
"sc","bkn",1
"sc","bpq",1
"sc","bza",1
"sc","cct",1
"sc","coa",1
"sc","cstm",1
"sc","dbg",1
"sc","gdr",1
"sc","ghy",1
"sc","gkp",1
"sc","gnt",1
"sc","hwh",1
"sc","jp",1
"sc","krnt",1
"sc","ltt",1
"sc","mmr",1
"sc","mtm",1
"sc","mugr",1
"sc","ngp",1
"sc","nzm",1
"sc","pbr",1
"sc","pnbe",1
"sc","pune",1
"sc","ral",1
"sc","rjt",1
"sc","shm",1
"sc","skzr",1
"sc","snsi",1
"sc","tpty",1
"sc","ubl",1
"sc","vskp",1
"sc","ypr",1
"sct","ms",1
"sdah","aii",1
"sdah","apdj",1
"sdah","asn",1
"sdah","asr",1
"sdah","bsb",1
"sdah","bui",1
"sdah","dli",1
"sdah","ghy",1
"sdah","jyg",1
"sdah","lgl",1
"sdah","ncb",1
"sdah","ndls",1
"sdah","njp",1
"sdah","noq",1
"sdah","puri",1
"sdah","rph",1
"sdah","shc",1
"sdah","udz",1
"sdl","abkp",1
"sgnr","dli",1
"sgnr","hwh",1
"sgnr","jat",1
"sgnr","kota",1
"sgnr","ned",1
"sgnr","rksh",1
"sgnr","umb",1
"sgrl","be",1
"sgrl","bsb",1
"sgrl","jbp",1
"sgrl","pnbe",1
"sguj","kir",1
"sguj","sgud",1
"shc","andi",1
"shc","asr",1
"shc","dnr",1
"shc","pnbe",1
"shc","sdah",1
"shm","bhuj",1
"shm","bje",1
"shm","gkp",1
"shm","ltt",1
"shm","mas",1
"shm","ncj",1
"shm","pnbe",1
"shm","puri",1
"shm","sc",1
"shm","tvc",1
"shm","udz",1
"shm","vskp",1
"shtt","dbb",1
"sina","bahl",1
"sktn","be",1
"sktn","bsb",1
"skzr","sc",1
"sln","adi",1
"sln","dli",1
"sln","ltt",1
"smet","sbc",1
"smet","ypr",1
"smi","anvt",1
"smi","koaa",1
"smi","njp",1
"sml","klk",1
"smnh","jbp",1
"smnh","okha",1
"snsi","bza",1
"snsi","cstm",1
"snsi","dr",1
"snsi","hwh",1
"snsi","klk",1
"snsi","mas",1
"snsi","mys",1
"snsi","puri",1
"snsi","sc",1
"spc","dli",1
"src","aii",1
"src","anvt",1
"src","maq",1
"src","mas",1
"src","ned",1
"src","pbr",1
"src","prdp",1
"src","prr",1
"src","puri",1
"src","tpty",1
"sre","ald",1
"srr","tvc",1
"sspn","hwh",1
"sspn","mas",1
"st","ami",1
"st","bct",1
"st","bdts",1
"st","bgp",1
"st","bsl",1
"st","cpr",1
"st","hapa",1
"st","jam",1
"st","mfp",1
"st","mhv",1
"st","mldt",1
"st","puri",1
"sur","bjp",1
"sur","cstm",1
"sur","dwr",1
"sur","g",1
"sur","kop",1
"sur","mys",1
"sur","ngp",1
"sur","pune",1
"sur","ubl",1
"sur","ypr",1
"suri","hwh",1
"svdk","adi",1
"svdk","anvt",1
"svdk","bsp",1
"svdk","cpr",1
"svdk","dee",1
"svdk","klk",1
"svdk","lko",1
"svdk","ndls",1
"svdk","ypr",1
"swv","diva",1
"swv","dr",1
"tata","allp",1
"tata","asn",1
"tata","asr",1
"tata","bsp",1
"tata","cpr",1
"tata","dhn",1
"tata","dnr",1
"tata","hwh",1
"tata","itr",1
"tata","jat",1
"tata","vskp",1
"tata","ypr",1
"tcn","ms",1
"ten","bsp",1
"ten","dr",1
"ten","hapa",1
"ten","jat",1
"ten","ms",1
"ten","tpj",1
"tig","hwh",1
"tj","ms",1
"tlgp","mys",1
"tlgp","sbc",1
"tn","cbe",1
"tn","ms",1
"tn","mys",1
"tn","okha",1
"tpj","hwh",1
"tpj","ms",1
"tpj","ten",1
"tpty","adb",1
"tpty","ami",1
"tpty","bbs",1
"tpty","bsp",1
"tpty","cbe",1
"tpty","cmnr",1
"tpty","coa",1
"tpty","gtl",1
"tpty","hyb",1
"tpty","kcg",1
"tpty","kop",1
"tpty","krmr",1
"tpty","mas",1
"tpty","mq",1
"tpty","mtm",1
"tpty","nzm",1
"tpty","puri",1
"tpty","rjy",1
"tpty","rmm",1
"tpty","sbc",1
"tpty","sc",1
"tpty","src",1
"tpty","ubl",1
"tpty","vskp",1
"tpty","vzm",1
"tpu","ash",1
"tvc","can",1
"tvc","clt",1
"tvc","cstm",1
"tvc","ers",1
"tvc","ghy",1
"tvc","gkp",1
"tvc","guv",1
"tvc","hyb",1
"tvc","indb",1
"tvc","krba",1
"tvc","ltt",1
"tvc","maq",1
"tvc","mas",1
"tvc","ms",1
"tvc","ndls",1
"tvc","nil",1
"tvc","nzm",1
"tvc","pgtn",1
"tvc","shm",1
"tvc","srr",1
"tvc","vrl",1
"uam","mtp",1
"uam","onr",1
"ubl","bza",1
"ubl","kcvl",1
"ubl","ltt",1
"ubl","mas",1
"ubl","mrj",1
"ubl","mys",1
"ubl","nzm",1
"ubl","sbc",1
"ubl","sc",1
"ubl","sur",1
"ubl","tpty",1
"ubl","vsg",1
"udn","bsb",1
"udz","adi",1
"udz","bdts",1
"udz","dee",1
"udz","indb",1
"udz","jp",1
"udz","kurj",1
"udz","ndt",1
"udz","njp",1
"udz","nzm",1
"udz","rtm",1
"udz","sdah",1
"udz","shm",1
"uhl","hw",1
"uhl","ndls",1
"uhl","ned",1
"uhp","adi",1
"uhp","dee",1
"uhp","dli",1
"uhp","kota",1
"uhp","ndls",1
"ujn","ak",1
"ujn","ddn",1
"umb","dli",1
"umb","mfp",1
"umb","sgnr",1
"vkb","gnt",1
"vlnk","ms",1
"vlnk","vsg",1
"vm","kgp",1
"vm","prr",1
"vrl","adi",1
"vrl","bct",1
"vrl","pune",1
"vrl","tvc",1
"vsg","hwh",1
"vsg","mas",1
"vsg","nzm",1
"vsg","pnbe",1
"vsg","sbc",1
"vsg","vlnk",1
"vsg","ypr",1
"vskp","asr",1
"vskp","bbs",1
"vskp","bgkt",1
"vskp","bza",1
"vskp","dgha",1
"vskp","durg",1
"vskp","gimb",1
"vskp","gnt",1
"vskp","hyb",1
"vskp","kjm",1
"vskp","krba",1
"vskp","krdl",1
"vskp","ltt",1
"vskp","mas",1
"vskp","mtm",1
"vskp","ndd",1
"vskp","ned",1
"vskp","ns",1
"vskp","nzm",1
"vskp","prdp",1
"vskp","qln",1
"vskp","sc",1
"vskp","shm",1
"vskp","snsi",1
"vskp","tata",1
"vskp","tpty",1
"vzm","tpty",1
"ypr","adi",1
"ypr","bbs",1
"ypr","bgp",1
"ypr","bidr",1
"ypr","bkn",1
"ypr","bme",1
"ypr","can",1
"ypr","cbe",1
"ypr","cdg",1
"ypr","dee",1
"ypr","gkp",1
"ypr","hrr",1
"ypr","hte",1
"ypr","hwh",1
"ypr","indb",1
"ypr","jbp",1
"ypr","jp",1
"ypr","kawr",1
"ypr","kcg",1
"ypr","kcvl",1
"ypr","krba",1
"ypr","kyq",1
"ypr","lko",1
"ypr","maq",1
"ypr","mas",1
"ypr","mfp",1
"ypr","mtm",1
"ypr","nzm",1
"ypr","pdy",1
"ypr","ppta",1
"ypr","puri",1
"ypr","sbp",1
"ypr","sc",1
"ypr","smet",1
"ypr","sur",1
"ypr","svdk",1
"ypr","tata",1
"ypr","tpty",1
"ypr","vsg",1
